TotalOrderValue,AverageOrderValue,Quantity,Cluster_KMeans,Cluster_DBSCAN
10.5,10.5,25,0,0
15.9,21.469047619047622,2,0,0
23.8,19.536363636363635,4,0,0
15.299999999999999,13.206521739130435,6,0,0
17.85,26.42058823529412,3,0,0
17.85,20.825,3,0,0
11.8,16.0125,4,0,0
17.0,18.7,2,0,0
10.5,10.5,25,0,0
34.65,31.378846153846155,7,0,0
3.4799999999999995,3.8988888888888886,12,0,0
11.25,7.5,3,0,0
7.5,7.34375,6,0,0
15.8,22.419642857142858,4,0,0
4.2,7.041176470588236,2,0,0
2.1,24.629411764705885,1,0,0
8.4,17.621052631578948,4,0,0
8.850000000000001,17.490384615384617,3,0,0
8.4,17.526315789473685,4,0,0
7.5,6.333333333333333,6,0,0
4.25,2.975,5,0,0
1.65,10.724999999999998,1,0,0
5.9,8.850000000000001,2,0,0
4.25,5.1,5,0,0
23.6,15.07777777777778,8,0,0
5.9,47.973076923076924,2,0,0
10.5,26.5,25,0,0
10.5,15.5,25,0,0
18.0,10.8,24,0,0
9.120000000000001,6.840000000000001,48,0,0
10.08,35.28,24,0,0
60.48,92.64,288,0,-1
39.75,48.225,5,0,0
67.5,31.775000000000002,10,0,0
10.08,2.1599999999999997,24,0,0
5.04,6.84,12,0,0
5.04,5.04,12,0,0
15.12,7.056,36,0,0
15.12,7.56,36,0,0
15.12,8.82,36,0,0
10.08,11.16,24,0,0
10.08,7.5600000000000005,24,0,0
15.12,16.2,36,0,0
20.16,10.08,48,0,0
20.16,9.72,48,0,0
162.24,45.49677419354838,96,0,0
152.64000000000001,21.473478260869566,144,0,0
17.4,16.529999999999998,12,0,0
10.2,13.146,12,0,0
10.2,12.105454545454545,12,0,0
9.95,13.681249999999999,1,0,0
13.200000000000001,8.7725,24,0,0
19.799999999999997,11.632499999999999,12,0,0
17.0,17.0,2,0,0
13.200000000000001,13.465384615384616,24,0,0
13.200000000000001,9.767857142857142,24,0,0
13.200000000000001,15.998,24,0,0
18.0,47.94444444444444,1,0,0
23.6,13.275,8,0,0
39.8,26.53333333333333,4,0,0
19.5,15.6,6,0,0
17.0,43.35,2,0,0
13.52,45.49677419354838,8,0,0
17.0,18.7,2,0,0
27.0,23.625,4,0,0
17.700000000000003,17.490384615384617,6,0,0
19.799999999999997,14.41206896551724,12,0,0
17.4,23.94285714285714,12,0,0
15.0,20.3125,12,0,0
15.0,16.666666666666668,12,0,0
15.0,15.178571428571429,12,0,0
17.0,18.416666666666668,4,0,0
13.2,20.4875,8,0,0
15.0,32.025,4,0,0
19.799999999999997,11.632499999999999,12,0,0
8.5,6.233333333333333,10,0,0
8.5,7.4375,10,0,0
19.799999999999997,10.724999999999998,12,0,0
23.4,8.2875,12,0,0
10.9,12.943750000000001,2,0,0
16.5,11.296153846153846,10,0,0
20.0,9.75,16,0,0
29.700000000000003,17.325,6,0,0
29.700000000000003,39.518181818181816,6,0,0
23.8,36.111111111111114,4,0,0
32.7,32.7,6,0,0
32.7,74.47500000000001,6,0,0
13.919999999999998,7.056666666666666,48,0,0
15.299999999999999,7.65,6,0,0
29.5,19.175,10,0,0
19.799999999999997,11.632499999999999,12,0,0
15.0,15.0,12,0,0
19.9,17.91,2,0,0
158.4,36.111111111111114,32,0,0
15.0,32.025,4,0,0
15.9,9.275,2,0,0
3.75,25.416666666666668,1,0,0
1.65,19.77777777777778,1,0,0
2.95,2.95,1,0,0
6.95,6.95,1,0,0
9.95,17.186363636363634,1,0,0
3.9000000000000004,14.725000000000001,6,0,0
3.4,5.95,4,0,0
1.25,7.34375,1,0,0
4.25,9.5625,1,0,0
2.95,13.275000000000002,1,0,0
3.75,6.25,1,0,0
3.75,3.75,1,0,0
2.95,2.95,1,0,0
1.65,27.867857142857144,1,0,0
7.5,36.0375,2,0,0
3.75,20.636785714285715,1,0,0
3.75,22.020857142857142,1,0,0
4.95,4.95,1,0,0
1.25,11.25,1,0,0
1.65,22.714285714285715,1,0,0
2.95,5.1625000000000005,1,0,0
3.75,2.5,3,0,0
5.0,6.875,4,0,0
8.5,27.8375,1,0,0
5.95,11.9,1,0,0
2.1,2.1,1,0,0
9.95,19.007692307692306,1,0,0
5.9,23.385714285714283,2,0,0
7.5,20.636785714285715,2,0,0
3.3,14.41206896551724,2,0,0
11.9,26.42058823529412,2,0,0
2.95,16.445,1,0,0
2.95,13.275,1,0,0
2.95,11.246875000000001,1,0,0
17.0,61.62500000000001,2,0,0
9.95,13.681249999999999,1,0,0
8.850000000000001,27.147222222222222,3,0,0
5.95,8.925,1,0,0
15.9,13.25,2,0,0
3.75,9.375,1,0,0
12.75,44.2125,1,0,0
3.9,7.5562499999999995,2,0,0
3.9,29.19545454545455,2,0,0
8.5,20.541666666666668,1,0,0
8.5,33.73846153846154,1,0,0
12.75,141.89999999999998,1,0,1
1.9,1.6108695652173912,2,0,0
3.3,20.058333333333334,2,0,0
3.3,8.4,2,0,0
10.2,19.72,12,0,0
2.95,17.490384615384617,1,0,0
1.45,31.381249999999998,1,0,0
3.25,96.95,1,0,0
3.75,13.392857142857142,1,0,0
1.45,6.887499999999999,1,0,0
2.5,19.25,2,0,0
5.0,10.25,4,0,0
2.5,8.5,2,0,0
5.0,9.583333333333334,4,0,0
2.5,8.5,2,0,0
5.0,12.5,4,0,0
2.5,19.25,2,0,0
2.5,2.5,2,0,0
12.600000000000001,15.584210526315792,6,0,0
3.75,23.722941176470588,1,0,0
7.95,7.95,1,0,0
7.95,11.925,1,0,0
0.95,1.6108695652173912,1,0,0
5.9,16.0125,2,0,0
3.75,10.625,1,0,0
2.1,8.723076923076924,1,0,0
16.95,28.25,1,0,0
6.5,10.833333333333334,2,0,0
9.95,14.924999999999999,1,0,0
14.95,14.95,1,0,0
4.95,10.51875,1,0,0
9.95,5.97,1,0,0
0.85,4.391666666666667,1,0,0
0.85,5.464285714285714,1,0,0
0.65,8.700000000000001,1,0,0
2.95,23.385714285714283,1,0,0
1.25,19.818461538461538,1,0,0
1.25,7.34375,1,0,0
4.25,21.8875,1,0,0
3.75,15.0,1,0,0
3.75,17.307692307692307,1,0,0
2.95,5.900000000000001,1,0,0
3.75,18.333333333333332,1,0,0
2.95,7.211111111111112,1,0,0
13.950000000000001,34.34464285714286,3,0,0
0.85,5.464285714285714,1,0,0
2.5,7.34375,2,0,0
3.75,23.722941176470588,1,0,0
6.75,48.81,1,0,0
6.75,17.55,1,0,0
3.75,7.395833333333333,3,0,0
2.1,7.05,1,0,0
9.95,39.8,1,0,0
0.85,4.391666666666667,1,0,0
3.9000000000000004,15.979166666666666,6,0,0
3.4,4.391666666666667,4,0,0
0.65,8.700000000000001,1,0,0
5.95,36.111111111111114,1,0,0
5.9,13.275,2,0,0
9.9,39.518181818181816,2,0,0
20.16,6.720000000000001,48,0,0
15.12,9.03,36,0,0
15.600000000000001,15.600000000000001,24,0,0
34.8,15.949999999999998,24,0,0
15.0,10.416666666666666,12,0,0
15.299999999999999,57.871875,6,0,0
30.0,13.75,24,0,0
30.0,54.925714285714285,24,0,0
39.599999999999994,39.599999999999994,24,0,0
204.0,32.27375,80,0,0
165.0,23.325,100,0,0
165.0,74.58,100,0,-1
71.25,18.28125,19,0,0
180.0,33.45,48,0,0
146.25,27.98076923076923,39,0,0
-367.20000000000005,-31.450000000000006,-48,0,-1
-337.5,-337.5,-50,0,-1
-127.49999999999999,-127.49999999999999,-50,0,-1
-237.60000000000002,-85.15,-48,0,-1
-122.39999999999999,-16.809999999999995,-48,0,-1
78.0,33.583333333333336,24,0,0
178.20000000000002,27.57857142857143,36,0,0
29.700000000000003,20.514,6,0,0
75.0,26.25,60,0,0
95.4,30.323076923076922,12,0,0
91.8,91.8,36,0,-1
179.7,179.7,6,0,-1
204.0,32.025,48,0,0
92.39999999999999,20.4875,56,0,0
34.0,18.416666666666668,8,0,0
52.8,16.5,32,0,0
59.699999999999996,39.8,6,0,0
179.7,104.82499999999999,6,0,-1
10.2,30.047272727272727,12,0,0
7.800000000000001,11.555555555555557,12,0,0
17.4,17.581249999999997,12,0,0
10.08,10.08,24,0,0
10.08,6.86,24,0,0
8.5,7.4799999999999995,10,0,0
15.0,35.01615384615385,12,0,0
10.08,11.082857142857142,24,0,0
18.0,47.94444444444444,1,0,0
-2.55,24.25,-1,0,0
-2.95,13.520833333333334,-1,0,0
-1.25,14.375,-1,0,0
-1.25,5.41,-1,0,0
-31.8,2.9833333333333334,-4,0,0
25.200000000000003,17.526315789473685,12,0,0
17.0,29.0,2,0,0
29.700000000000003,52.29333333333334,6,0,0
30.0,6.71875,24,0,0
17.0,43.35,2,0,0
19.799999999999997,10.724999999999998,12,0,0
25.5,20.427083333333332,6,0,0
39.8,27.007142857142856,4,0,0
25.5,141.89999999999998,2,0,1
29.700000000000003,17.325,6,0,0
12.600000000000001,6.600000000000001,6,0,0
12.600000000000001,4.9,6,0,0
12.600000000000001,5.752173913043479,6,0,0
12.600000000000001,5.833333333333334,6,0,0
13.919999999999998,92.64,48,0,0
10.2,17.129230769230766,12,0,0
15.0,35.01615384615385,12,0,0
17.4,17.581249999999997,12,0,0
15.0,10.714285714285714,12,0,0
17.4,17.4,12,0,0
17.0,27.8375,2,0,0
19.9,17.186363636363634,2,0,0
34.0,21.8875,8,0,0
17.700000000000003,10.325000000000001,6,0,0
17.700000000000003,10.325000000000001,6,0,0
10.2,17.0,12,0,0
12.7,19.049999999999997,2,0,0
17.85,20.825,3,0,0
17.700000000000003,31.62777777777778,6,0,0
17.700000000000003,29.900000000000002,6,0,0
23.6,11.0625,8,0,0
15.0,11.931818181818182,12,0,0
15.0,18.214285714285715,4,0,0
10.2,10.2,12,0,0
25.200000000000003,15.584210526315792,12,0,0
25.200000000000003,24.629411764705885,12,0,0
27.0,17.55,4,0,0
17.700000000000003,9.692857142857145,6,0,0
15.0,7.395833333333333,12,0,0
14.75,13.275000000000002,5,0,0
5.9,47.973076923076924,2,0,0
5.9,8.850000000000001,2,0,0
19.95,29.924999999999997,1,0,0
6.300000000000001,12.6,3,0,0
3.75,7.34375,3,0,0
5.0,3.75,4,0,0
6.25,12.083333333333334,5,0,0
5.0,8.035714285714286,4,0,0
5.0,6.5625,4,0,0
6.25,5.75,5,0,0
4.95,14.85,1,0,0
3.75,3.3333333333333335,3,0,0
14.850000000000001,24.56578947368421,3,0,0
7.5,13.75,6,0,0
9.95,22.18125,1,0,0
2.98,20.83,2,0,0
88.5,33.76111111111111,30,0,0
59.4,17.874999999999996,36,0,0
39.599999999999994,64.8,24,0,0
20.0,10.3125,16,0,0
15.9,24.910000000000004,2,0,0
80.0,47.94444444444444,2,0,0
2.1,5.752173913043479,1,0,0
2.55,1.7,3,0,0
7.95,9.275,1,0,0
2.1,6.864444444444445,5,0,0
9.9,52.29333333333334,2,0,0
5.9,31.150000000000002,2,0,0
30.599999999999998,9.774999999999999,36,0,0
30.599999999999998,15.725,36,0,0
11.8,16.962500000000002,4,0,0
5.9,33.702777777777776,2,0,0
5.9,47.973076923076924,2,0,0
41.300000000000004,20.650000000000002,14,0,0
16.5,8.58,10,0,0
13.5,9.0,2,0,0
10.2,5.949999999999999,4,0,0
7.6499999999999995,7.65,3,0,0
12.5,21.473478260869566,10,0,0
7.8,15.989999999999998,4,0,0
2.1,10.920000000000002,1,0,0
15.299999999999999,-2.4709090909090907,18,0,0
20.25,17.55,3,0,0
14.850000000000001,130.255,3,0,1
8.5,9.5625,10,0,0
8.5,4.365999999999998,10,0,0
8.5,18.7,1,0,0
8.5,15.583333333333334,1,0,0
30.0,30.0,24,0,0
4.2,6.720000000000001,10,0,0
5.85,2.925,3,0,0
38.35,13.520833333333334,13,0,0
122.39999999999999,57.871875,48,0,0
14.850000000000001,27.57857142857143,3,0,0
14.850000000000001,20.514,3,0,0
6.9,14.615625,2,0,0
12.600000000000001,8.723076923076924,6,0,0
19.799999999999997,11.632499999999999,12,0,0
17.700000000000003,17.700000000000003,6,0,0
61.2,27.8375,8,0,0
68.0,19.007692307692306,8,0,0
15.299999999999999,14.875,6,0,0
15.299999999999999,16.32,6,0,0
19.799999999999997,5.683333333333333,12,0,0
19.799999999999997,5.279999999999999,12,0,0
54.0,47.94444444444444,3,0,0
0.65,0.65,1,0,0
0.21,0.315,1,0,0
0.21,9.641250000000001,1,0,0
1.65,27.867857142857144,1,0,0
1.65,22.714285714285715,1,0,0
1.65,19.77777777777778,1,0,0
1.45,8.658333333333333,1,0,0
0.85,11.333333333333334,1,0,0
1.65,8.4,1,0,0
1.65,27.867857142857144,1,0,0
1.65,18.81,1,0,0
2.55,2.55,1,0,0
1.25,2.9166666666666665,1,0,0
2.55,2.55,1,0,0
2.5,3.3333333333333335,2,0,0
0.85,13.174999999999999,1,0,0
1.25,1.5625,1,0,0
0.42,3.64,1,0,0
2.1,5.752173913043479,1,0,0
0.65,9.912500000000001,1,0,0
0.65,0.65,1,0,0
1.25,1.25,1,0,0
3.75,18.214285714285715,1,0,0
7.95,11.129999999999999,1,0,0
0.65,0.65,1,0,0
5.9,47.973076923076924,2,0,0
5.04,8.19,12,0,0
1.7,8.5,2,0,0
2.1,6.600000000000001,1,0,0
2.1,4.9,1,0,0
2.1,5.752173913043479,1,0,0
4.25,20.427083333333332,1,0,0
2.5,7.361111111111111,2,0,0
3.9,3.25,2,0,0
1.25,1.25,1,0,0
1.25,1.25,1,0,0
1.25,1.5625,1,0,0
5.04,5.04,12,0,0
2.5,3.3333333333333335,2,0,0
2.55,4.08,1,0,0
1.65,19.77777777777778,1,0,0
1.65,18.81,1,0,0
4.35,8.658333333333333,3,0,0
2.5,23.958333333333332,2,0,0
1.25,20.13888888888889,1,0,0
3.75,15.0,1,0,0
2.95,11.0625,1,0,0
19.9,34.4125,2,0,0
8.45,16.336666666666666,5,0,0
0.42,6.215999999999999,1,0,0
0.42,1.47,1,0,0
2.1,24.438461538461542,1,0,0
0.42,0.42,1,0,0
0.55,9.767857142857142,1,0,0
2.95,32.27375,1,0,0
5.1,10.2,6,0,0
4.25,18.416666666666668,1,0,0
1.45,1.45,1,0,0
5.9,5.9,2,0,0
2.1,8.4,1,0,0
2.95,11.0625,1,0,0
1.95,8.2875,1,0,0
4.95,11.137500000000001,1,0,0
4.25,4.25,1,0,0
4.25,10.321428571428571,1,0,0
1.25,5.1923076923076925,1,0,0
2.1,24.438461538461542,1,0,0
1.45,16.529999999999998,1,0,0
2.1,7.041176470588236,1,0,0
11.9,19.536363636363635,2,0,0
2.1,2.1,1,0,0
6.75,9.0,1,0,0
4.25,21.8875,1,0,0
0.95,1.6108695652173912,1,0,0
1.25,7.916666666666667,1,0,0
5.1,12.75,2,0,0
1.25,7.916666666666667,1,0,0
9.95,34.4125,1,0,0
4.95,11.137500000000001,1,0,0
3.75,16.875,1,0,0
3.75,10.0,1,0,0
2.95,10.325000000000001,1,0,0
1.65,10.724999999999998,1,0,0
11.8,9.5875,4,0,0
1.65,2.1999999999999997,1,0,0
1.25,6.333333333333333,1,0,0
1.25,5.75,1,0,0
2.1,24.438461538461542,1,0,0
2.1,17.526315789473685,1,0,0
2.1,17.621052631578948,1,0,0
1.45,1.45,1,0,0
1.45,14.1375,1,0,0
4.95,8.91,1,0,0
2.95,32.27375,1,0,0
5.1,-2.4709090909090907,6,0,0
4.95,8.25,1,0,0
4.95,7.92,1,0,0
3.35,6.7,1,0,0
3.35,11.30625,1,0,0
3.35,15.792857142857144,1,0,0
8.5,29.0,1,0,0
2.55,2.55,1,0,0
2.95,20.650000000000002,1,0,0
4.25,20.427083333333332,1,0,0
1.45,16.529999999999998,1,0,0
0.85,0.85,1,0,0
0.85,7.083333333333333,1,0,0
0.85,0.85,1,0,0
0.85,21.527142857142856,1,0,0
2.1,2.8000000000000003,1,0,0
2.1,6.562500000000001,1,0,0
3.75,23.75,1,0,0
5.85,47.352,3,0,0
5.9,5.900000000000001,2,0,0
4.25,73.315,1,0,0
4.25,6.375,1,0,0
2.95,10.570833333333335,1,0,0
15.9,42.81666666666667,2,0,0
15.9,26.22,2,0,0
7.95,17.224999999999998,1,0,0
30.599999999999998,19.049999999999997,36,0,0
230.4,230.4,1440,2,-1
61.199999999999996,31.224999999999998,72,0,0
39.0,15.3,20,0,0
39.0,36.31666666666667,20,0,0
39.0,15.762500000000001,20,0,0
39.0,21.45,20,0,0
39.0,19.22142857142857,20,0,0
17.0,7.4375,20,0,0
17.0,6.233333333333333,20,0,0
90.0,25.416666666666668,24,0,0
90.0,25.178571428571427,24,0,0
244.08,20.636785714285715,72,0,-1
306.0,31.378846153846155,72,0,-1
153.0,34.34464285714286,36,0,0
262.79999999999995,75.3,24,0,-1
306.0,130.255,72,0,-1
3.3,14.41206896551724,2,0,0
4.2,6.600000000000001,2,0,0
2.1,5.752173913043479,1,0,0
2.1,4.9,1,0,0
5.9,31.150000000000002,2,0,0
3.9,15.989999999999998,2,0,0
3.9,11.7,2,0,0
13.52,45.49677419354838,8,0,0
4.25,21.8875,1,0,0
8.5,8.5,2,0,0
4.2,7.041176470588236,2,0,0
19.799999999999997,8.456249999999999,12,0,0
20.16,18.27,48,0,0
20.16,14.07,48,0,0
4.35,6.887499999999999,3,0,0
29.5,32.27375,10,0,0
2.55,5.7375,1,0,0
2.1,10.920000000000002,1,0,0
1.65,8.58,1,0,0
1.65,8.25,1,0,0
1.65,14.025,1,0,0
1.65,4.675,1,0,0
1.65,6.0,1,0,0
1.25,4.583333333333333,1,0,0
1.25,7.75,1,0,0
2.5,6.25,2,0,0
6.25,21.473478260869566,5,0,0
13.52,13.52,8,0,0
115.5,18.81,70,0,0
145.0,19.77777777777778,100,0,0
99.0,27.867857142857144,60,0,0
115.5,22.714285714285715,70,0,0
145.0,20.058333333333334,100,0,0
7.95,7.95,1,0,0
7.95,48.45,1,0,0
15.9,43.69285714285714,2,0,0
16.95,44.025,1,0,0
3.75,16.875,1,0,0
4.95,4.95,1,0,0
2.55,31.745454545454546,1,0,0
2.1,6.090000000000001,1,0,0
1.25,1.25,1,0,0
2.1,6.090000000000001,1,0,0
11.9,16.150000000000002,2,0,0
2.95,2.95,1,0,0
2.95,2.95,1,0,0
5.04,7.56,12,0,0
5.04,5.04,12,0,0
4.95,52.29333333333334,1,0,0
1.65,14.41206896551724,1,0,0
5.9,5.9,2,0,0
0.85,2.9749999999999996,1,0,0
1.25,7.5,1,0,0
1.25,5.833333333333333,1,0,0
5.1,5.383333333333333,6,0,0
1.25,5.833333333333333,1,0,0
10.08,10.15,24,0,0
1.95,7.8,1,0,0
4.25,140.458,1,0,1
0.85,5.1,1,0,0
1.7,6.516666666666666,2,0,0
12.5,11.25,10,0,0
3.9,3.9,2,0,0
1.65,5.857499999999999,1,0,0
1.65,17.874999999999996,1,0,0
1.65,9.292105263157893,1,0,0
1.65,11.632499999999999,1,0,0
8.5,13.6,1,0,0
0.65,0.65,1,0,0
17.0,14.166666666666666,4,0,0
1.25,1.25,1,0,0
9.899999999999999,9.899999999999999,6,0,0
7.5,7.5,6,0,0
1.95,1.95,1,0,0
7.6499999999999995,6.375,3,0,0
2.1,2.8000000000000003,1,0,0
2.1,6.562500000000001,1,0,0
2.1,2.8000000000000003,1,0,0
1.7,1.7,2,0,0
1.7,5.949999999999999,2,0,0
10.08,10.15,24,0,0
1.95,1.95,1,0,0
1.95,1.95,1,0,0
9.95,17.186363636363634,1,0,0
5.9,4.425000000000001,2,0,0
4.25,9.5625,1,0,0
5.9,5.9,2,0,0
3.75,25.178571428571427,1,0,0
5.9,4.425000000000001,2,0,0
5.9,4.425000000000001,2,0,0
2.55,7.4799999999999995,3,0,0
3.3,3.3,2,0,0
3.9,11.595652173913043,2,0,0
2.1,5.6000000000000005,1,0,0
1.95,1.95,1,0,0
3.75,3.75,1,0,0
3.75,3.75,1,0,0
3.75,3.75,1,0,0
7.5,32.025,2,0,0
23.4,11.7,12,0,0
23.4,15.989999999999998,12,0,0
33.0,14.025,20,0,0
22.5,4.583333333333333,18,0,0
35.400000000000006,31.150000000000002,12,0,0
35.400000000000006,32.27375,12,0,0
35.400000000000006,20.650000000000002,12,0,0
10.2,13.614117647058823,12,0,0
13.200000000000001,8.7725,24,0,0
59.400000000000006,52.29333333333334,12,0,0
102.0,29.0,12,0,0
10.5,6.864444444444445,25,0,0
31.8,24.910000000000004,4,0,0
9.0,10.8,12,0,0
40.2,15.792857142857144,12,0,0
20.1,6.7,6,0,0
40.2,11.30625,12,0,0
17.700000000000003,56.9,6,0,0
17.700000000000003,35.91,6,0,0
15.0,7.34375,12,0,0
17.700000000000003,45.18000000000001,6,0,0
25.0,11.25,20,0,0
27.04,45.49677419354838,16,0,0
19.799999999999997,9.292105263157893,12,0,0
51.0,-31.450000000000006,6,0,-1
13.200000000000001,15.998,24,0,0
21.9,21.9,2,0,0
35.400000000000006,29.900000000000002,12,0,0
35.400000000000006,31.62777777777778,12,0,0
10.5,6.864444444444445,25,0,0
17.700000000000003,14.012500000000003,6,0,0
17.700000000000003,14.75,6,0,0
10.2,4.391666666666667,12,0,0
10.2,21.527142857142856,12,0,0
7.800000000000001,11.555555555555557,12,0,0
10.2,30.047272727272727,12,0,0
17.4,14.1375,12,0,0
13.200000000000001,15.998,24,0,0
19.8,30.3,4,0,0
12.600000000000001,8.05,6,0,0
12.5,22.90909090909091,10,0,0
29.849999999999998,16.583333333333332,3,0,0
15.9,2.9833333333333334,2,0,0
30.0,8.055555555555555,24,0,0
15.299999999999999,8.669999999999998,6,0,0
14.850000000000001,11.0,3,0,0
17.700000000000003,17.700000000000003,6,0,0
15.0,17.8125,4,0,0
13.2,16.5,8,0,0
17.88,20.83,12,0,0
38.25,141.89999999999998,3,0,1
15.0,20.0,12,0,0
16.35,112.9,3,0,0
20.4,8.216666666666667,24,0,0
13.200000000000001,9.767857142857142,24,0,0
10.2,3.0599999999999996,12,0,0
27.0,17.55,4,0,0
15.0,5.1923076923076925,12,0,0
30.0,44.614444444444445,24,0,0
9.899999999999999,9.899999999999999,6,0,0
40.8,40.8,48,0,0
43.8,21.9,4,0,0
12.5,9.166666666666666,10,0,0
17.0,23.45,4,0,0
6.72,3.57,16,0,0
10.2,7.083333333333333,12,0,0
30.599999999999998,67.6125,12,0,0
425.0,52.29333333333334,100,0,-1
17.700000000000003,14.012500000000003,6,0,0
35.400000000000006,10.816666666666668,12,0,0
12.600000000000001,8.05,6,0,0
17.700000000000003,17.700000000000003,6,0,0
12.75,141.89999999999998,1,0,1
12.600000000000001,12.600000000000001,6,0,0
19.9,19.9,2,0,0
12.600000000000001,6.562500000000001,6,0,0
14.850000000000001,19.307142857142857,3,0,0
17.700000000000003,10.325000000000001,6,0,0
25.200000000000003,8.4,12,0,0
17.700000000000003,19.666666666666668,6,0,0
23.25,15.1125,5,0,0
25.200000000000003,23.362500000000004,12,0,0
39.8,17.91,4,0,0
59.400000000000006,39.518181818181816,12,0,0
45.0,19.903846153846153,12,0,0
45.0,20.007857142857144,12,0,0
53.1,28.70714285714286,18,0,0
53.1,17.208333333333336,18,0,0
67.5,17.307692307692307,18,0,0
76.5,21.8875,18,0,0
20.4,13.614117647058823,24,0,0
39.599999999999994,12.375,24,0,0
70.80000000000001,32.27375,24,0,0
30.0,21.473478260869566,24,0,0
47.7,42.81666666666667,6,0,0
183.60000000000002,33.73846153846154,24,0,0
15.8,22.419642857142858,4,0,0
10.2,10.2,12,0,0
12.600000000000001,7.05,6,0,0
17.4,6.887499999999999,12,0,0
12.600000000000001,7.041176470588236,6,0,0
10.2,5.5249999999999995,12,0,0
15.0,11.931818181818182,12,0,0
17.700000000000003,9.692857142857145,6,0,0
15.0,18.958333333333332,12,0,0
15.600000000000001,15.979166666666666,24,0,0
19.8,10.51875,4,0,0
17.700000000000003,31.150000000000002,6,0,0
29.700000000000003,31.378846153846155,6,0,0
16.35,74.47500000000001,3,0,0
18.0,47.94444444444444,1,0,0
58.5,47.352,30,0,0
204.0,130.255,48,0,-1
330.0,96.95,120,0,-1
528.0,96.95,192,2,-1
1314.0,141.89999999999998,120,2,-1
81.6,33.702777777777776,32,0,0
30.0,54.925714285714285,24,0,0
11.6,17.28,8,0,0
35.76,26.82,24,0,0
20.4,10.625,24,0,0
34.0,25.5,4,0,0
17.4,16.529999999999998,12,0,0
17.4,23.94285714285714,12,0,0
8.7,15.949999999999998,6,0,0
14.850000000000001,16.830000000000002,3,0,0
4.95,4.95,1,0,0
4.95,11.137500000000001,1,0,0
15.9,23.85,2,0,0
15.9,24.63,2,0,0
15.9,15.9,2,0,0
15.9,26.22,2,0,0
15.9,27.810000000000002,2,0,0
25.5,18.7,3,0,0
34.0,20.541666666666668,4,0,0
8.5,15.583333333333334,1,0,0
34.0,33.73846153846154,4,0,0
15.3,15.3,2,0,0
12.600000000000001,8.793750000000001,6,0,0
67.5,26.22,10,0,0
23.8,17.255000000000003,4,0,0
19.799999999999997,14.41206896551724,12,0,0
23.700000000000003,31.055,6,0,0
13.5,22.5,2,0,0
10.2,13.677272727272726,4,0,0
23.6,13.520833333333334,8,0,0
35.400000000000006,17.00588235294118,12,0,0
29.700000000000003,29.700000000000003,6,0,0
27.0,22.5,4,0,0
25.5,75.3,2,0,0
11.8,14.750000000000002,4,0,0
39.599999999999994,14.85,24,0,0
30.0,16.25,24,0,0
40.8,30.599999999999998,48,0,0
12.600000000000001,13.020000000000001,6,0,0
7.5,7.916666666666667,6,0,0
8.7,10.15,6,0,0
8.7,13.533333333333331,6,0,0
19.799999999999997,11.715,12,0,0
10.08,4.62,24,0,0
30.0,11.625,24,0,0
20.4,15.5125,24,0,0
13.750000000000002,4.05625,25,0,0
11.8,13.275000000000002,4,0,0
35.400000000000006,19.666666666666668,12,0,0
25.200000000000003,21.000000000000004,12,0,0
25.200000000000003,25.200000000000003,12,0,0
39.8,16.583333333333332,4,0,0
32.849999999999994,21.9,3,0,0
53.550000000000004,35.1875,9,0,0
17.85,83.51666666666667,3,0,0
35.7,34.4,6,0,0
15.0,138.48076923076923,12,0,1
23.4,47.15625,12,0,0
30.599999999999998,13.114285714285714,12,0,0
15.0,7.083333333333333,12,0,0
5.04,5.04,12,0,0
15.9,30.323076923076922,2,0,0
15.9,24.910000000000004,2,0,0
10.2,10.625,12,0,0
12.600000000000001,6.600000000000001,6,0,0
16.5,11.549999999999999,10,0,0
16.5,22.714285714285715,10,0,0
16.5,11.296153846153846,10,0,0
36.0,47.94444444444444,2,0,0
16.95,16.95,1,0,0
20.4,20.4,24,0,0
30.599999999999998,10.2,36,0,0
30.0,14.375,24,0,0
23.6,13.520833333333334,8,0,0
10.2,18.603333333333335,12,0,0
10.2,15.12125,12,0,0
23.4,23.4,12,0,0
17.700000000000003,32.27375,6,0,0
17.700000000000003,31.150000000000002,6,0,0
5.76,6.27,48,0,0
20.4,13.614117647058823,24,0,0
13.200000000000001,8.7725,24,0,0
34.8,14.016666666666666,24,0,0
9.120000000000001,9.120000000000001,24,0,0
21.0,15.75,50,0,0
25.200000000000003,10.920000000000002,12,0,0
51.0,61.62500000000001,6,0,0
19.799999999999997,19.237499999999997,12,0,0
15.0,21.473478260869566,12,0,0
34.0,25.5,4,0,0
25.4,19.049999999999997,4,0,0
33.9,44.025,2,0,0
33.9,25.583333333333332,2,0,0
33.9,46.849999999999994,2,0,0
33.9,36.88333333333333,2,0,0
33.9,28.25,2,0,0
33.9,33.9,2,0,0
30.0,7.361111111111111,24,0,0
15.0,13.392857142857142,4,0,0
17.4,17.581249999999997,12,0,0
15.0,18.958333333333332,12,0,0
15.0,10.625,4,0,0
14.850000000000001,17.325,3,0,0
35.7,20.825000000000003,6,0,0
17.700000000000003,8.1125,6,0,0
10.2,6.516666666666666,12,0,0
30.0,30.0,24,0,0
39.8,39.8,4,0,0
20.28,16.33666666666667,12,0,0
20.28,20.28,12,0,0
12.5,5.535714285714286,10,0,0
